date,state,district,pincode,bio_age_5_17,bio_age_17_
21-06-2025,Tamil Nadu,Coimbatore,642101,1,2
21-06-2025,Tamil Nadu,Coimbatore,642207,0,1
22-06-2025,Tamil Nadu,Coimbatore,641010,0,4
22-06-2025,Tamil Nadu,Coimbatore,641014,0,1
22-06-2025,Tamil Nadu,Coimbatore,641015,2,3
22-06-2025,Tamil Nadu,Coimbatore,641022,1,2
22-06-2025,Tamil Nadu,Coimbatore,641034,0,1
22-06-2025,Tamil Nadu,Coimbatore,641036,0,1
22-06-2025,Tamil Nadu,Coimbatore,641042,1,3
22-06-2025,Tamil Nadu,Coimbatore,641048,0,1
22-06-2025,Tamil Nadu,Coimbatore,641105,0,2
22-06-2025,Tamil Nadu,Coimbatore,641107,2,7
22-06-2025,Tamil Nadu,Coimbatore,641669,0,1
23-06-2025,Tamil Nadu,Coimbatore,642108,0,1
24-06-2025,Tamil Nadu,Coimbatore,641013,0,1
24-06-2025,Tamil Nadu,Coimbatore,641050,0,2
27-06-2025,Tamil Nadu,Coimbatore,642105,1,1
28-06-2025,Tamil Nadu,Coimbatore,642101,0,1
29-06-2025,Tamil Nadu,Coimbatore,641004,2,1
29-06-2025,Tamil Nadu,Coimbatore,641005,0,4
29-06-2025,Tamil Nadu,Coimbatore,641006,1,10
29-06-2025,Tamil Nadu,Coimbatore,641014,0,4
29-06-2025,Tamil Nadu,Coimbatore,641015,0,3
29-06-2025,Tamil Nadu,Coimbatore,641017,0,3
29-06-2025,Tamil Nadu,Coimbatore,641020,0,1
29-06-2025,Tamil Nadu,Coimbatore,641032,1,2
29-06-2025,Tamil Nadu,Coimbatore,641402,0,3
29-06-2025,Tamil Nadu,Coimbatore,641407,0,1
29-06-2025,Tamil Nadu,Coimbatore,641653,0,2
29-06-2025,Tamil Nadu,Coimbatore,641668,1,1
29-06-2025,Tamil Nadu,Coimbatore,641669,0,2
29-06-2025,Tamil Nadu,Coimbatore,641697,0,1
29-06-2025,Tamil Nadu,Coimbatore,642007,0,1
29-06-2025,Tamil Nadu,Coimbatore,642104,1,2
29-06-2025,Tamil Nadu,Coimbatore,642129,0,2
15-06-2025,Tamil Nadu,Coimbatore,641009,0,1
15-06-2025,Tamil Nadu,Coimbatore,641012,0,2
15-06-2025,Tamil Nadu,Coimbatore,641031,0,1
15-06-2025,Tamil Nadu,Coimbatore,641407,0,1
15-06-2025,Tamil Nadu,Coimbatore,641669,1,1
15-06-2025,Tamil Nadu,Coimbatore,642006,1,0
15-06-2025,Tamil Nadu,Coimbatore,642107,0,2
29-05-2025,Tamil Nadu,Coimbatore,641013,0,1
29-05-2025,Tamil Nadu,Coimbatore,642117,0,2
25-05-2025,Tamil Nadu,Coimbatore,641007,0,3
25-05-2025,Tamil Nadu,Coimbatore,641018,0,1
25-05-2025,Tamil Nadu,Coimbatore,641022,1,3
25-05-2025,Tamil Nadu,Coimbatore,641026,0,2
25-05-2025,Tamil Nadu,Coimbatore,641028,0,1
25-05-2025,Tamil Nadu,Coimbatore,641030,0,1
25-05-2025,Tamil Nadu,Coimbatore,641045,0,3
25-05-2025,Tamil Nadu,Coimbatore,641107,0,2
25-05-2025,Tamil Nadu,Coimbatore,641110,0,1
25-05-2025,Tamil Nadu,Coimbatore,641111,0,1
21-05-2025,Tamil Nadu,Coimbatore,642130,0,2
19-10-2025,Tamil Nadu,Coimbatore,641024,0,1
20-10-2025,Tamil Nadu,Coimbatore,641031,0,1
18-10-2025,Tamil Nadu,Coimbatore,638459,0,2
18-10-2025,Tamil Nadu,Coimbatore,641001,14,22
18-10-2025,Tamil Nadu,Coimbatore,641008,16,11
18-10-2025,Tamil Nadu,Coimbatore,641011,0,3
18-10-2025,Tamil Nadu,Coimbatore,641020,6,12
18-10-2025,Tamil Nadu,Coimbatore,641027,4,2
18-10-2025,Tamil Nadu,Coimbatore,641029,1,3
18-10-2025,Tamil Nadu,Coimbatore,641041,4,5
18-10-2025,Tamil Nadu,Coimbatore,641103,2,2
18-10-2025,Tamil Nadu,Coimbatore,641109,0,1
18-10-2025,Tamil Nadu,Coimbatore,641111,0,3
18-10-2025,Tamil Nadu,Coimbatore,642101,0,1
18-10-2025,Tamil Nadu,Coimbatore,642107,1,12
18-10-2025,Tamil Nadu,Coimbatore,642114,1,1
18-10-2025,Tamil Nadu,Coimbatore,642120,2,5
18-10-2025,Tamil Nadu,Coimbatore,642123,2,2
18-10-2025,Tamil Nadu,Coimbatore,642127,0,1
18-10-2025,Tamil Nadu,Coimbatore,642207,0,2
04-06-2025,Tamil Nadu,Coimbatore,641202,0,4
04-06-2025,Tamil Nadu,Coimbatore,642106,0,1
03-06-2025,Tamil Nadu,Coimbatore,641011,0,1
03-06-2025,Tamil Nadu,Coimbatore,642130,0,1
01-06-2025,Tamil Nadu,Coimbatore,641019,0,2
01-06-2025,Tamil Nadu,Coimbatore,641032,1,2
01-06-2025,Tamil Nadu,Coimbatore,641034,0,1
