date,state,district,pincode,age_0_5,age_5_17,age_18_greater
06-09-2025,Andhra Pradesh,Srikakulam,532461,1,0,0
06-09-2025,Andhra Pradesh,Srikakulam,532474,1,0,0
06-09-2025,Andhra Pradesh,Srikakulam,532484,1,0,0
05-09-2025,Andhra Pradesh,Srikakulam,532001,1,0,0
05-09-2025,Andhra Pradesh,Srikakulam,532201,2,0,0
05-09-2025,Andhra Pradesh,Srikakulam,532218,3,0,0
05-09-2025,Andhra Pradesh,Srikakulam,532220,1,0,0
05-09-2025,Andhra Pradesh,Srikakulam,532264,1,0,0
05-09-2025,Andhra Pradesh,Srikakulam,532291,1,0,0
05-09-2025,Andhra Pradesh,Srikakulam,532292,1,0,0
08-09-2025,Andhra Pradesh,Srikakulam,532185,1,0,0
08-09-2025,Andhra Pradesh,Srikakulam,532242,2,0,0
08-09-2025,Andhra Pradesh,Srikakulam,532264,2,0,0
08-09-2025,Andhra Pradesh,Srikakulam,532312,1,0,0
08-09-2025,Andhra Pradesh,Srikakulam,532402,1,0,0
08-09-2025,Andhra Pradesh,Srikakulam,532404,1,0,0
08-09-2025,Andhra Pradesh,Srikakulam,532407,1,0,0
08-09-2025,Andhra Pradesh,Srikakulam,532430,2,0,0
08-09-2025,Andhra Pradesh,Srikakulam,532440,2,0,0
08-09-2025,Andhra Pradesh,Srikakulam,532443,1,0,0
08-09-2025,Andhra Pradesh,Srikakulam,532462,1,0,0
08-09-2025,Andhra Pradesh,Srikakulam,535125,1,0,0
09-09-2025,Andhra Pradesh,Srikakulam,532213,1,0,0
09-09-2025,Andhra Pradesh,Srikakulam,532215,1,0,0
09-09-2025,Andhra Pradesh,Srikakulam,532312,5,0,0
09-09-2025,Andhra Pradesh,Srikakulam,532322,1,0,0
09-09-2025,Andhra Pradesh,Srikakulam,532421,3,0,0
09-09-2025,Andhra Pradesh,Srikakulam,532432,1,0,0
09-09-2025,Andhra Pradesh,Srikakulam,532456,2,0,0
09-09-2025,Andhra Pradesh,Srikakulam,532460,1,0,0
10-09-2025,Andhra Pradesh,Srikakulam,532127,2,0,0
10-09-2025,Andhra Pradesh,Srikakulam,532264,1,0,0
10-09-2025,Andhra Pradesh,Srikakulam,532292,1,0,0
10-09-2025,Andhra Pradesh,Srikakulam,532405,2,0,0
10-09-2025,Andhra Pradesh,Srikakulam,532440,4,0,0
10-09-2025,Andhra Pradesh,Srikakulam,532455,1,0,0
10-09-2025,Andhra Pradesh,Srikakulam,532460,1,0,0
12-09-2025,Andhra Pradesh,Srikakulam,532214,3,0,0
12-09-2025,Andhra Pradesh,Srikakulam,532215,1,0,0
12-09-2025,Andhra Pradesh,Srikakulam,532292,2,0,0
12-09-2025,Andhra Pradesh,Srikakulam,532458,3,0,0
11-09-2025,Andhra Pradesh,Srikakulam,532127,1,0,0
11-09-2025,Andhra Pradesh,Srikakulam,532195,2,0,0
11-09-2025,Andhra Pradesh,Srikakulam,532214,0,1,0
11-09-2025,Andhra Pradesh,Srikakulam,532243,2,0,0
11-09-2025,Andhra Pradesh,Srikakulam,532404,2,0,0
11-09-2025,Andhra Pradesh,Srikakulam,532407,1,1,0
15-09-2025,Andhra Pradesh,Srikakulam,532001,1,0,0
15-09-2025,Andhra Pradesh,Srikakulam,532123,1,0,0
15-09-2025,Andhra Pradesh,Srikakulam,532127,1,0,0
15-09-2025,Andhra Pradesh,Srikakulam,532195,5,0,0
15-09-2025,Andhra Pradesh,Srikakulam,532201,3,0,0
15-09-2025,Andhra Pradesh,Srikakulam,532242,1,0,0
15-09-2025,Andhra Pradesh,Srikakulam,532407,4,0,0
15-09-2025,Andhra Pradesh,Srikakulam,532443,1,0,0
15-09-2025,Andhra Pradesh,Srikakulam,532456,1,0,0
15-09-2025,Andhra Pradesh,Srikakulam,532458,2,0,0
15-09-2025,Andhra Pradesh,Srikakulam,532474,1,0,0
13-09-2025,Andhra Pradesh,Srikakulam,532195,2,0,0
13-09-2025,Andhra Pradesh,Srikakulam,532222,2,0,0
13-09-2025,Andhra Pradesh,Srikakulam,532243,1,0,0
13-09-2025,Andhra Pradesh,Srikakulam,532443,1,0,0
13-09-2025,Andhra Pradesh,Srikakulam,532456,2,0,0
14-09-2025,Andhra Pradesh,Srikakulam,532168,3,0,0
14-09-2025,Andhra Pradesh,Srikakulam,532290,1,0,0
14-09-2025,Andhra Pradesh,Srikakulam,532322,1,0,0
14-09-2025,Andhra Pradesh,Srikakulam,532459,0,1,0
16-09-2025,Andhra Pradesh,Srikakulam,532218,3,0,0
16-09-2025,Andhra Pradesh,Srikakulam,532284,3,0,0
16-09-2025,Andhra Pradesh,Srikakulam,532403,3,0,0
16-09-2025,Andhra Pradesh,Srikakulam,532408,3,0,0
16-09-2025,Andhra Pradesh,Srikakulam,532430,1,0,0
16-09-2025,Andhra Pradesh,Srikakulam,532445,4,0,0
17-09-2025,Andhra Pradesh,Srikakulam,532005,1,0,0
17-09-2025,Andhra Pradesh,Srikakulam,532168,1,0,0
17-09-2025,Andhra Pradesh,Srikakulam,532195,3,0,0
17-09-2025,Andhra Pradesh,Srikakulam,532211,1,0,0
17-09-2025,Andhra Pradesh,Srikakulam,532264,1,0,0
17-09-2025,Andhra Pradesh,Srikakulam,532284,1,0,0
17-09-2025,Andhra Pradesh,Srikakulam,532403,2,0,0
17-09-2025,Andhra Pradesh,Srikakulam,532405,1,0,0
17-09-2025,Andhra Pradesh,Srikakulam,532406,1,0,0
20-09-2025,Andhra Pradesh,Srikakulam,532195,1,0,0
20-09-2025,Andhra Pradesh,Srikakulam,532213,2,0,0
20-09-2025,Andhra Pradesh,Srikakulam,532284,1,0,0
20-09-2025,Andhra Pradesh,Srikakulam,532408,2,0,0
20-09-2025,Andhra Pradesh,Srikakulam,532409,3,0,0
20-09-2025,Andhra Pradesh,Srikakulam,532432,1,0,0
20-09-2025,Andhra Pradesh,Srikakulam,532455,3,0,0
18-09-2025,Andhra Pradesh,Srikakulam,532322,1,1,0
18-09-2025,Andhra Pradesh,Srikakulam,532404,1,0,0
18-09-2025,Andhra Pradesh,Srikakulam,532421,2,0,0
18-09-2025,Andhra Pradesh,Srikakulam,532459,1,0,0
19-09-2025,Andhra Pradesh,Srikakulam,532190,2,0,0
19-09-2025,Andhra Pradesh,Srikakulam,532213,1,0,0
19-09-2025,Andhra Pradesh,Srikakulam,532218,2,0,0
19-09-2025,Andhra Pradesh,Srikakulam,532243,2,0,0
19-09-2025,Andhra Pradesh,Srikakulam,532405,2,0,0
19-09-2025,Andhra Pradesh,Srikakulam,532425,1,0,0
23-09-2025,Andhra Pradesh,Srikakulam,532290,1,0,0
23-09-2025,Andhra Pradesh,Srikakulam,532421,1,0,0
23-09-2025,Andhra Pradesh,Srikakulam,532440,1,0,0
22-09-2025,Andhra Pradesh,Srikakulam,532404,2,0,0
22-09-2025,Andhra Pradesh,Srikakulam,532460,1,0,0
21-09-2025,Andhra Pradesh,Srikakulam,532213,1,0,0
26-09-2025,Andhra Pradesh,Srikakulam,532201,1,1,0
26-09-2025,Andhra Pradesh,Srikakulam,532212,1,0,0
26-09-2025,Andhra Pradesh,Srikakulam,532402,1,0,0
26-09-2025,Andhra Pradesh,Srikakulam,532407,1,0,0
26-09-2025,Andhra Pradesh,Srikakulam,532409,2,0,0
25-09-2025,Andhra Pradesh,Srikakulam,532001,2,0,0
25-09-2025,Andhra Pradesh,Srikakulam,532123,1,0,0
25-09-2025,Andhra Pradesh,Srikakulam,532127,1,0,0
25-09-2025,Andhra Pradesh,Srikakulam,532168,1,0,0
25-09-2025,Andhra Pradesh,Srikakulam,532212,1,0,0
25-09-2025,Andhra Pradesh,Srikakulam,532215,0,1,0
25-09-2025,Andhra Pradesh,Srikakulam,532220,1,0,0
25-09-2025,Andhra Pradesh,Srikakulam,532264,1,0,0
25-09-2025,Andhra Pradesh,Srikakulam,532402,1,0,0
25-09-2025,Andhra Pradesh,Srikakulam,532403,1,1,0
25-09-2025,Andhra Pradesh,Srikakulam,532461,1,0,0
24-09-2025,Andhra Pradesh,Srikakulam,532127,2,0,0
24-09-2025,Andhra Pradesh,Srikakulam,532190,2,0,0
24-09-2025,Andhra Pradesh,Srikakulam,532264,1,0,0
24-09-2025,Andhra Pradesh,Srikakulam,532284,1,0,0
24-09-2025,Andhra Pradesh,Srikakulam,532403,2,0,0
24-09-2025,Andhra Pradesh,Srikakulam,532407,3,0,0
24-09-2025,Andhra Pradesh,Srikakulam,532456,1,0,0
27-09-2025,Andhra Pradesh,Srikakulam,532148,1,0,0
27-09-2025,Andhra Pradesh,Srikakulam,532408,1,0,0
26-10-2025,Andhra Pradesh,Srikakulam,532215,1,0,0
26-10-2025,Andhra Pradesh,Srikakulam,532218,1,0,0
26-10-2025,Andhra Pradesh,Srikakulam,532312,2,0,0
26-10-2025,Andhra Pradesh,Srikakulam,532405,0,1,0
26-10-2025,Andhra Pradesh,Srikakulam,532460,2,0,0
13-10-2025,Andhra Pradesh,Srikakulam,532127,3,0,0
13-10-2025,Andhra Pradesh,Srikakulam,532212,1,0,0
13-10-2025,Andhra Pradesh,Srikakulam,532213,4,0,0
13-10-2025,Andhra Pradesh,Srikakulam,532410,3,0,0
13-10-2025,Andhra Pradesh,Srikakulam,532459,4,0,0
13-10-2025,Andhra Pradesh,Srikakulam,532460,1,0,0
13-10-2025,Andhra Pradesh,Srikakulam,535557,1,0,0
16-10-2025,Andhra Pradesh,Srikakulam,532185,1,0,0
16-10-2025,Andhra Pradesh,Srikakulam,532201,2,0,0
16-10-2025,Andhra Pradesh,Srikakulam,532218,1,0,0
16-10-2025,Andhra Pradesh,Srikakulam,532322,1,0,0
16-10-2025,Andhra Pradesh,Srikakulam,532474,1,0,0
15-10-2025,Andhra Pradesh,Srikakulam,532005,1,0,0
15-10-2025,Andhra Pradesh,Srikakulam,532148,1,0,0
15-10-2025,Andhra Pradesh,Srikakulam,532211,1,0,0
15-10-2025,Andhra Pradesh,Srikakulam,532242,2,0,0
15-10-2025,Andhra Pradesh,Srikakulam,532263,2,0,0
15-10-2025,Andhra Pradesh,Srikakulam,532292,1,0,0
15-10-2025,Andhra Pradesh,Srikakulam,532425,1,0,0
15-10-2025,Andhra Pradesh,Srikakulam,532427,2,0,0
15-10-2025,Andhra Pradesh,Srikakulam,532459,2,0,0
17-10-2025,Andhra Pradesh,Srikakulam,532001,5,0,0
17-10-2025,Andhra Pradesh,Srikakulam,532148,1,0,0
17-10-2025,Andhra Pradesh,Srikakulam,532168,5,0,0
17-10-2025,Andhra Pradesh,Srikakulam,532190,1,0,0
17-10-2025,Andhra Pradesh,Srikakulam,532211,1,0,0
17-10-2025,Andhra Pradesh,Srikakulam,532263,2,0,0
17-10-2025,Andhra Pradesh,Srikakulam,532407,2,0,0
17-10-2025,Andhra Pradesh,Srikakulam,532408,2,0,0
17-10-2025,Andhra Pradesh,Srikakulam,532425,1,0,0
17-10-2025,Andhra Pradesh,Srikakulam,532440,4,0,0
17-10-2025,Andhra Pradesh,Srikakulam,532443,2,1,0
17-10-2025,Andhra Pradesh,Srikakulam,532455,3,0,0
17-10-2025,Andhra Pradesh,Srikakulam,532458,5,0,0
17-10-2025,Andhra Pradesh,Srikakulam,532460,2,0,0
17-10-2025,Andhra Pradesh,Srikakulam,532484,1,0,0
18-10-2025,Andhra Pradesh,Srikakulam,532001,3,0,0
18-10-2025,Andhra Pradesh,Srikakulam,532122,1,0,0
18-10-2025,Andhra Pradesh,Srikakulam,532201,4,0,0
18-10-2025,Andhra Pradesh,Srikakulam,532408,0,1,0
18-10-2025,Andhra Pradesh,Srikakulam,532410,5,0,0
18-10-2025,Andhra Pradesh,Srikakulam,532443,1,0,0
18-10-2025,Andhra Pradesh,Srikakulam,532458,3,0,0
20-10-2025,Andhra Pradesh,Srikakulam,532195,1,0,0
19-10-2025,Andhra Pradesh,Srikakulam,532168,1,0,0
19-10-2025,Andhra Pradesh,Srikakulam,532220,1,0,0
19-10-2025,Andhra Pradesh,Srikakulam,532443,1,0,0
19-10-2025,Andhra Pradesh,Srikakulam,532455,1,0,0
19-10-2025,Andhra Pradesh,Srikakulam,532457,1,0,0
24-10-2025,Andhra Pradesh,Srikakulam,532201,4,0,0
24-10-2025,Andhra Pradesh,Srikakulam,532214,2,0,0
24-10-2025,Andhra Pradesh,Srikakulam,532218,2,0,0
24-10-2025,Andhra Pradesh,Srikakulam,532220,3,0,0
24-10-2025,Andhra Pradesh,Srikakulam,532242,1,0,0
24-10-2025,Andhra Pradesh,Srikakulam,532243,2,0,0
24-10-2025,Andhra Pradesh,Srikakulam,532291,2,0,0
24-10-2025,Andhra Pradesh,Srikakulam,532443,1,0,0
24-10-2025,Andhra Pradesh,Srikakulam,532457,3,0,0
24-10-2025,Andhra Pradesh,Srikakulam,532458,2,0,0
25-10-2025,Andhra Pradesh,Srikakulam,532211,2,1,0
25-10-2025,Andhra Pradesh,Srikakulam,532243,1,0,0
25-10-2025,Andhra Pradesh,Srikakulam,532264,2,0,0
25-10-2025,Andhra Pradesh,Srikakulam,532284,1,0,0
25-10-2025,Andhra Pradesh,Srikakulam,532312,2,0,0
25-10-2025,Andhra Pradesh,Srikakulam,532404,2,0,0
25-10-2025,Andhra Pradesh,Srikakulam,532406,2,0,0
25-10-2025,Andhra Pradesh,Srikakulam,532410,2,0,0
25-10-2025,Andhra Pradesh,Srikakulam,532459,2,0,0
28-10-2025,Andhra Pradesh,Srikakulam,532242,1,0,0
27-10-2025,Andhra Pradesh,Srikakulam,532127,2,0,0
27-10-2025,Andhra Pradesh,Srikakulam,532190,1,0,0
27-10-2025,Andhra Pradesh,Srikakulam,532201,5,0,0
27-10-2025,Andhra Pradesh,Srikakulam,532214,3,0,0
27-10-2025,Andhra Pradesh,Srikakulam,532218,1,0,0
27-10-2025,Andhra Pradesh,Srikakulam,532242,2,0,0
27-10-2025,Andhra Pradesh,Srikakulam,532284,1,0,0
27-10-2025,Andhra Pradesh,Srikakulam,532402,1,0,0
27-10-2025,Andhra Pradesh,Srikakulam,532403,2,1,0
27-10-2025,Andhra Pradesh,Srikakulam,532404,2,0,0
27-10-2025,Andhra Pradesh,Srikakulam,532445,1,0,0
29-10-2025,Andhra Pradesh,Srikakulam,532122,1,0,0
29-10-2025,Andhra Pradesh,Srikakulam,532195,1,0,0
29-10-2025,Andhra Pradesh,Srikakulam,532218,1,0,0
29-10-2025,Andhra Pradesh,Srikakulam,532407,0,1,0
29-10-2025,Andhra Pradesh,Srikakulam,532409,1,0,0
29-10-2025,Andhra Pradesh,Srikakulam,532429,1,0,0
29-10-2025,Andhra Pradesh,Srikakulam,532457,1,0,0
31-10-2025,Andhra Pradesh,Srikakulam,532122,1,0,0
31-10-2025,Andhra Pradesh,Srikakulam,532168,3,0,0
31-10-2025,Andhra Pradesh,Srikakulam,532211,2,0,0
31-10-2025,Andhra Pradesh,Srikakulam,532214,1,0,0
31-10-2025,Andhra Pradesh,Srikakulam,532215,1,0,0
31-10-2025,Andhra Pradesh,Srikakulam,532218,2,0,0
31-10-2025,Andhra Pradesh,Srikakulam,532405,1,0,0
30-10-2025,Andhra Pradesh,Srikakulam,532127,3,0,0
30-10-2025,Andhra Pradesh,Srikakulam,532148,2,0,0
30-10-2025,Andhra Pradesh,Srikakulam,532168,2,0,0
30-10-2025,Andhra Pradesh,Srikakulam,532195,1,1,0
30-10-2025,Andhra Pradesh,Srikakulam,532214,3,0,0
30-10-2025,Andhra Pradesh,Srikakulam,532222,1,0,0
30-10-2025,Andhra Pradesh,Srikakulam,532290,5,0,0
30-10-2025,Andhra Pradesh,Srikakulam,532404,1,0,0
30-10-2025,Andhra Pradesh,Srikakulam,532405,1,0,0
30-10-2025,Andhra Pradesh,Srikakulam,532408,1,0,0
30-10-2025,Andhra Pradesh,Srikakulam,532410,1,0,0
30-10-2025,Andhra Pradesh,Srikakulam,532426,1,0,0
02-11-2025,Andhra Pradesh,Srikakulam,532122,4,0,0
02-11-2025,Andhra Pradesh,Srikakulam,532123,1,0,0
02-11-2025,Andhra Pradesh,Srikakulam,532201,3,0,0
02-11-2025,Andhra Pradesh,Srikakulam,532221,8,0,0
02-11-2025,Andhra Pradesh,Srikakulam,532222,2,0,0
02-11-2025,Andhra Pradesh,Srikakulam,532322,2,0,0
02-11-2025,Andhra Pradesh,Srikakulam,532403,2,0,0
02-11-2025,Andhra Pradesh,Srikakulam,532404,2,0,0
02-11-2025,Andhra Pradesh,Srikakulam,532406,2,0,0
02-11-2025,Andhra Pradesh,Srikakulam,532425,1,0,0
02-11-2025,Andhra Pradesh,Srikakulam,532430,2,0,0
02-11-2025,Andhra Pradesh,Srikakulam,532456,1,0,0
02-11-2025,Andhra Pradesh,Srikakulam,535557,1,0,0
01-11-2025,Andhra Pradesh,Srikakulam,532001,2,0,0
01-11-2025,Andhra Pradesh,Srikakulam,532215,1,0,0
01-11-2025,Andhra Pradesh,Srikakulam,532242,1,0,0
01-11-2025,Andhra Pradesh,Srikakulam,532408,1,0,0
12-11-2025,Andhra Pradesh,Srikakulam,532201,2,0,0
12-11-2025,Andhra Pradesh,Srikakulam,532215,1,0,0
12-11-2025,Andhra Pradesh,Srikakulam,532218,2,0,0
12-11-2025,Andhra Pradesh,Srikakulam,532242,1,0,0
12-11-2025,Andhra Pradesh,Srikakulam,532403,1,0,0
12-11-2025,Andhra Pradesh,Srikakulam,532409,1,0,0
11-11-2025,Andhra Pradesh,Srikakulam,532190,1,0,0
11-11-2025,Andhra Pradesh,Srikakulam,532195,1,0,0
11-11-2025,Andhra Pradesh,Srikakulam,532402,1,0,0
11-11-2025,Andhra Pradesh,Srikakulam,532460,1,0,0
16-11-2025,Andhra Pradesh,Srikakulam,532001,1,0,0
16-11-2025,Andhra Pradesh,Srikakulam,532127,1,0,0
16-11-2025,Andhra Pradesh,Srikakulam,532211,1,0,0
16-11-2025,Andhra Pradesh,Srikakulam,532213,1,0,0
16-11-2025,Andhra Pradesh,Srikakulam,532243,0,1,0
16-11-2025,Andhra Pradesh,Srikakulam,532443,1,0,0
16-11-2025,Andhra Pradesh,Srikakulam,532459,1,0,0
16-11-2025,Andhra Pradesh,Srikakulam,532460,2,0,0
16-11-2025,Andhra Pradesh,Srikakulam,532462,1,0,0
03-11-2025,Andhra Pradesh,Srikakulam,532168,2,0,0
05-11-2025,Andhra Pradesh,Srikakulam,532127,3,0,0
05-11-2025,Andhra Pradesh,Srikakulam,532211,1,0,0
05-11-2025,Andhra Pradesh,Srikakulam,532284,1,0,0
05-11-2025,Andhra Pradesh,Srikakulam,532401,3,0,0
05-11-2025,Andhra Pradesh,Srikakulam,532402,4,0,0
05-11-2025,Andhra Pradesh,Srikakulam,532408,1,0,0
05-11-2025,Andhra Pradesh,Srikakulam,532455,3,0,0
05-11-2025,Andhra Pradesh,Srikakulam,532460,1,0,0
06-11-2025,Andhra Pradesh,Srikakulam,532168,2,0,0
06-11-2025,Andhra Pradesh,Srikakulam,532195,1,0,0
06-11-2025,Andhra Pradesh,Srikakulam,532290,1,0,0
06-11-2025,Andhra Pradesh,Srikakulam,532312,1,0,0
06-11-2025,Andhra Pradesh,Srikakulam,532430,2,0,0
06-11-2025,Andhra Pradesh,Srikakulam,532455,6,0,0
06-11-2025,Andhra Pradesh,Srikakulam,532462,2,0,0
07-11-2025,Andhra Pradesh,Srikakulam,532001,2,0,0
07-11-2025,Andhra Pradesh,Srikakulam,532201,3,0,0
07-11-2025,Andhra Pradesh,Srikakulam,532211,1,0,0
07-11-2025,Andhra Pradesh,Srikakulam,532214,2,0,0
07-11-2025,Andhra Pradesh,Srikakulam,532264,1,0,0
07-11-2025,Andhra Pradesh,Srikakulam,532409,1,0,0
07-11-2025,Andhra Pradesh,Srikakulam,532421,2,0,0
07-11-2025,Andhra Pradesh,Srikakulam,532458,1,0,0
08-11-2025,Andhra Pradesh,Srikakulam,532123,1,0,0
08-11-2025,Andhra Pradesh,Srikakulam,532168,1,0,0
08-11-2025,Andhra Pradesh,Srikakulam,532292,1,0,0
08-11-2025,Andhra Pradesh,Srikakulam,532474,1,0,0
09-11-2025,Andhra Pradesh,Srikakulam,532001,1,0,0
09-11-2025,Andhra Pradesh,Srikakulam,532005,1,0,0
09-11-2025,Andhra Pradesh,Srikakulam,532190,2,0,0
09-11-2025,Andhra Pradesh,Srikakulam,532429,1,0,0
09-11-2025,Andhra Pradesh,Srikakulam,532455,2,0,0
09-11-2025,Andhra Pradesh,Srikakulam,532458,1,0,0
09-11-2025,Andhra Pradesh,Srikakulam,532474,1,0,0
09-11-2025,Andhra Pradesh,Srikakulam,532484,1,0,0
10-11-2025,Andhra Pradesh,Srikakulam,532127,2,0,0
10-11-2025,Andhra Pradesh,Srikakulam,532220,4,0,0
10-11-2025,Andhra Pradesh,Srikakulam,532221,2,0,0
10-11-2025,Andhra Pradesh,Srikakulam,532403,2,0,0
10-11-2025,Andhra Pradesh,Srikakulam,532429,1,0,0
10-11-2025,Andhra Pradesh,Srikakulam,532432,2,0,0
10-11-2025,Andhra Pradesh,Srikakulam,532445,4,0,0
15-11-2025,Andhra Pradesh,Srikakulam,532195,2,0,0
15-11-2025,Andhra Pradesh,Srikakulam,532242,3,0,0
15-11-2025,Andhra Pradesh,Srikakulam,532291,1,0,0
15-11-2025,Andhra Pradesh,Srikakulam,532292,2,0,0
15-11-2025,Andhra Pradesh,Srikakulam,532402,3,0,0
15-11-2025,Andhra Pradesh,Srikakulam,532403,1,0,0
15-11-2025,Andhra Pradesh,Srikakulam,532457,5,0,0
13-11-2025,Andhra Pradesh,Srikakulam,532322,1,0,0
13-11-2025,Andhra Pradesh,Srikakulam,532407,1,0,0
13-11-2025,Andhra Pradesh,Srikakulam,532421,2,0,0
14-11-2025,Andhra Pradesh,Srikakulam,532122,1,0,0
14-11-2025,Andhra Pradesh,Srikakulam,532211,1,0,0
14-11-2025,Andhra Pradesh,Srikakulam,532292,2,0,0
14-11-2025,Andhra Pradesh,Srikakulam,532407,3,0,0
14-11-2025,Andhra Pradesh,Srikakulam,532429,1,0,0
14-11-2025,Andhra Pradesh,Srikakulam,532443,1,0,0
14-11-2025,Andhra Pradesh,Srikakulam,532445,1,0,0
14-11-2025,Andhra Pradesh,Srikakulam,532456,0,1,0
18-11-2025,Andhra Pradesh,Srikakulam,532168,2,0,0
18-11-2025,Andhra Pradesh,Srikakulam,532195,1,0,0
18-11-2025,Andhra Pradesh,Srikakulam,532201,1,0,0
18-11-2025,Andhra Pradesh,Srikakulam,532214,1,0,0
18-11-2025,Andhra Pradesh,Srikakulam,532220,2,0,0
18-11-2025,Andhra Pradesh,Srikakulam,532263,1,0,0
18-11-2025,Andhra Pradesh,Srikakulam,532284,4,0,0
18-11-2025,Andhra Pradesh,Srikakulam,532402,1,0,0
18-11-2025,Andhra Pradesh,Srikakulam,532403,1,0,0
18-11-2025,Andhra Pradesh,Srikakulam,532407,6,0,0
18-11-2025,Andhra Pradesh,Srikakulam,532440,2,0,0
18-11-2025,Andhra Pradesh,Srikakulam,532460,1,0,0
18-11-2025,Andhra Pradesh,Srikakulam,532461,1,0,0
25-11-2025,Andhra Pradesh,Srikakulam,532001,3,0,0
25-11-2025,Andhra Pradesh,Srikakulam,532211,1,0,0
25-11-2025,Andhra Pradesh,Srikakulam,532218,1,0,0
25-11-2025,Andhra Pradesh,Srikakulam,532220,2,0,0
25-11-2025,Andhra Pradesh,Srikakulam,532222,3,0,0
25-11-2025,Andhra Pradesh,Srikakulam,532243,1,0,0
25-11-2025,Andhra Pradesh,Srikakulam,532428,1,0,0
25-11-2025,Andhra Pradesh,Srikakulam,532440,1,0,0
25-11-2025,Andhra Pradesh,Srikakulam,532455,3,0,0
25-11-2025,Andhra Pradesh,Srikakulam,532460,1,0,0
25-11-2025,Andhra Pradesh,Srikakulam,535125,1,0,0
19-11-2025,Andhra Pradesh,Srikakulam,532127,2,0,0
19-11-2025,Andhra Pradesh,Srikakulam,532219,1,0,0
19-11-2025,Andhra Pradesh,Srikakulam,532242,2,0,0
19-11-2025,Andhra Pradesh,Srikakulam,532263,2,0,0
19-11-2025,Andhra Pradesh,Srikakulam,532401,2,0,0
19-11-2025,Andhra Pradesh,Srikakulam,532403,2,0,0
19-11-2025,Andhra Pradesh,Srikakulam,532409,2,0,0
19-11-2025,Andhra Pradesh,Srikakulam,532410,1,0,0
19-11-2025,Andhra Pradesh,Srikakulam,532429,2,0,0
19-11-2025,Andhra Pradesh,Srikakulam,532443,3,0,0
19-11-2025,Andhra Pradesh,Srikakulam,532445,1,0,0
19-11-2025,Andhra Pradesh,Srikakulam,532460,3,0,0
19-11-2025,Andhra Pradesh,Srikakulam,535557,1,0,0
17-11-2025,Andhra Pradesh,Srikakulam,532001,2,0,0
17-11-2025,Andhra Pradesh,Srikakulam,532127,1,0,0
17-11-2025,Andhra Pradesh,Srikakulam,532201,2,0,0
17-11-2025,Andhra Pradesh,Srikakulam,532421,2,0,0
